ID,Mixture_Model,Model_Count
R07700,"MIX{TVM+FO,HKY+FO,TPM2,K3P}+G4",4
R07704,"MIX{K3P,K3P}+I+G4",2
R07705,TPM3+G4,1
R07707,TPM3u+FO+R3,1
R07709,"MIX{TPM3u+FO,JC}+I+G4",2
R07711,"MIX{TPM3,K2P}+I+G4",2
R07713,"MIX{TN+FO,K2P}+I",2
R07721,"MIX{TN+FO,JC}+I",2
R07723,"MIX{K2P,JC}+R2",2
R07724,"MIX{TPM3u+FO,JC}+I",2
R07728,"MIX{TPM3u+FO,TPM2u+FO,JC}+I+R2",3
R07737,"MIX{TPM3u+FO,TIM3e}+I",2
R07738,"MIX{TPM3u+FO,K3P}+R2",2
R07741,"MIX{TPM3u+FO,TPM2}+G4",2
R07747,F81+FO+G4,1
R07754,K2P+I,1
R07755,"MIX{TIM3+FO,K2P}+R2",2
R07764,"MIX{HKY+FO,K2P}+I",2
R07768,"MIX{TPM3u+FO,JC}+G4",2
R07771,"MIX{TPM3u+FO,F81+FO}+G4",2
R07774,"MIX{TVM+FO,TPM3u+FO}+I+R2",2
R07775,"MIX{TPM3,TPM3}+R2",2
R07776,"MIX{K3P,TPM3}+I",2
R07778,"MIX{TPM3u+FO,HKY+FO,K2P,F81+FO}+R2",4
R07779,"MIX{TVM+FO,TVMe,K3P,TIM3+FO}+I+R2",4
R07782,"MIX{TIM3+FO,JC}+I",2
R07788,"MIX{TPM3,F81+FO}+I+G4",2
R07789,"MIX{TPM3u+FO,TIM3e,JC}+I+R2",3
R07794,"MIX{TPM3u+FO,JC}+I+R2",2
R07798,K3P+R2,1
R07819,"MIX{TIM3e,K3P}+G4",2
R07830,"MIX{K2P,K2P}+I",2
R07832,"MIX{TIM3+FO,JC,TPM2}+G4",3
R07838,TIM3+FO+I,1
R07839,TPM3+I,1
R07842,"MIX{TPM3u+FO,TPM3,TPM2u+FO}+R3",3
R07844,"MIX{TPM3,JC}+G4",2
R07845,"MIX{TIM3e,TIM2e}+I+R2",2
R07846,"MIX{TIM3+FO,TPM3,HKY+FO}+R2",3
R07848,TPM3+I,1
R07853,HKY+FO+I,1
R07856,"MIX{K3Pu+FO,TPM2u+FO,JC}+I+G4",3
R07861,TPM3+G4,1
R07862,"MIX{TIM3e,JC}+I+R2",2
R07864,"MIX{TPM3u+FO,JC,HKY+FO}+G4",3
R07870,TIM3e+I,1
R07876,K2P+I,1
R07878,"MIX{HKY+FO,JC}+I+R2",2
R07998,"MIX{K2P,JC}+I",2
R08064,"MIX{TPM3u+FO,JC}+I",2
R08069,"MIX{TPM3u+FO,JC}+I+R2",2
R08070,"MIX{TIMe,K3P}+I",2
R08075,"MIX{TPM3,F81+FO}+G4",2
R08076,"MIX{HKY+FO,JC}+G4",2
R08078,"MIX{TIM2+FO,TPM3,JC}+G4",3
R08079,"MIX{TIM+FO,JC}+I",2
R08084,"MIX{TPM2u+FO,K3P,K3P}+R3",3
R08085,"MIX{HKY+FO,K2P}+I",2
R08091,TPM3u+FO+I,1
R08097,"MIX{TIM3e,K3Pu+FO,K3P}+I+R2",3
R08099,"MIX{HKY+FO,JC}+I",2
R08109,"MIX{TPM3u+FO,JC}+R3",2
R08110,HKY+FO+G4,1
R08112,HKY+FO+I,1
R08114,"MIX{TIM3+FO,JC}+I+R2",2
R08120,TPM3u+FO+G4,1
R08127,"MIX{TPM3u+FO,TPM3,JC,F81+FO,TVM+FO}+I+R2",5
R08129,"MIX{TPM3u+FO,JC,K3Pu+FO}+I+G4",3
R08142,"MIX{HKY+FO,JC}+I",2
R08145,"MIX{HKY+FO,F81+FO}+G4",2
R08152,TIM3+FO+G4,1
R08155,"MIX{K2P,TPM3}+G4",2
R08158,"MIX{HKY+FO,TPM3}+I+R2",2
R08163,"MIX{HKY+FO,JC}+I",2
R08164,TPM3,1
R08166,K2P+I,1
R08167,"MIX{TPM3,F81+FO,TIM3+FO}+I+R2",3
R08168,"MIX{TPM3,JC}+I+G4",2
R08170,"MIX{TN+FO,JC}+I",2
R08171,"MIX{TIM3e,JC}+R2",2
R08172,"MIX{TPM3u+FO,JC}+I+R2",2
R08173,"MIX{TNe,JC}+I+R2",2
R08176,F81+FO+I,1
R08179,"MIX{TIM3+FO,TIM3e}+G4",2
R08181,TIM3+FO+I,1
R08188,"MIX{TIM3+FO,JC}+I",2
R08197,"MIX{K3Pu+FO,TN+FO}+I+G4",2
R08200,"MIX{TPM3,TNe}+G4",2
R08203,HKY+FO+I,1
R08204,"MIX{TPM3u+FO,TPM3,K2P}+G4",3
R08205,"MIX{TPM3u+FO,TIM2+FO,JC}+I+R2",3
R08206,"MIX{TIM2+FO,TPM2,TPM3u+FO}+I+R2",3
R08210,"MIX{TN+FO,K2P}+I+R2",2
R08211,TN+FO+I,1
R08215,"MIX{TPM3,JC}+I+G4",2
R08229,TN+FO+I,1
R08231,TIM3+FO+I,1
R08233,TPM2+G4,1
R08237,"MIX{TPM3u+FO,TPM3,JC}+I+G4",3
R08241,K2P+I,1
R08243,"MIX{TIM3+FO,JC,TN+FO}+I+R2",3
R08244,HKY+FO+I,1
R08248,"MIX{TPM3u+FO,TPM3,K3P,K3P,TPM2u+FO}+I+R2",5
R08252,TPM3u+FO+I,1
R08260,TPM3+I,1
R08263,"MIX{TN+FO,TPM3,JC}+I+R2",3
R08265,"MIX{TIM3+FO,JC,HKY+FO}+G4",3
R08267,"MIX{HKY+FO,HKY+FO,K3P}+G4",3
R08272,"MIX{TPM3u+FO,JC,TPM3}+G4",3
R08273,"MIX{TPM2u+FO,TPM3}+G4",2
R08276,"MIX{K2P,JC}+G4",2
R08288,"MIX{TPM3u+FO,TNe}+R2",2
R08289,"MIX{K2P,F81+FO}+I",2
R08295,TPM3u+FO+I,1
R08296,"MIX{K2P,JC}+I",2
R08302,"MIX{HKY+FO,K2P}+I",2
R08309,"MIX{TPM3u+FO,JC}+R2",2
R08311,"MIX{TIM3+FO,K2P}+G4",2
R08315,"MIX{HKY+FO,JC}+G4",2
R08316,"MIX{K2P,JC}+R3",2
R08317,TPM3u+FO+I,1
R08318,"MIX{K2P,JC}+G4",2
R08335,"MIX{K2P,JC}+G4",2
R08336,"MIX{TPM3u+FO,JC}+G4",2
R08339,"MIX{TIM3+FO,F81+FO}+I",2
R08342,TN+FO+I,1
R08343,"MIX{HKY+FO,JC}+G4",2
R08344,TPM3u+FO+I+R2,1
R08345,K2P+I,1
R08355,HKY+FO+I,1
R08356,"MIX{TPM3u+FO,TPM3,JC,TPM3u+FO}+I+R2",4
R08357,"MIX{K2P,JC,F81+FO}+I+G4",3
R08360,"MIX{TPM3u+FO,JC}+I+G4",2
R08366,K2P+I,1
R08379,"MIX{TPM3u+FO,JC}+I+G4",2
R08380,"MIX{TVM+FO,TN+FO}+I+R2",2
R08382,"MIX{TPM3u+FO,JC,TPM3}+G4",3
R08383,"MIX{TIM3e,JC}+G4",2
R08390,HKY+FO+G4,1
R08391,TPM2+I,1
R08394,"MIX{HKY+FO,JC}+G4",2
R08399,TN+FO+I,1
R08401,"MIX{K2P,F81+FO}+I",2
R08403,"MIX{K3Pu+FO,TN+FO}+G4",2
R08408,"MIX{TPM3u+FO,JC}+I+R2",2
R08413,"MIX{TPM3,K3Pu+FO}+R2",2
R08417,K2P+I,1
R08427,"MIX{TPM3u+FO,JC}+I+R2",2
R08428,"MIX{TPM3,TPM3u+FO}+G4",2
R08433,"MIX{TN+FO,JC}+I",2
R08438,"MIX{TPM3u+FO,JC}+R3",2
R08444,"MIX{TIM3e,JC}+G4",2
R08454,"MIX{HKY+FO,K2P}+I",2
R08470,"MIX{K3Pu+FO,K2P}+I",2
R08479,"MIX{TPM3u+FO,JC}+G4",2
R08480,"MIX{TIM3+FO,JC,F81+FO}+I+R2",3
R08483,"MIX{TPM3u+FO,TPM3}+R3",2
R08487,"MIX{TIM3+FO,JC}+I+G4",2
R08491,"MIX{TIM3+FO,TIM3e,JC}+G4",3
R08498,"MIX{TPM3,TPM3,JC}+I+R2",3
R08501,"MIX{HKY+FO,K2P}+I",2
R08503,"MIX{TIM3+FO,JC,TNe}+I+R2",3
R08504,"MIX{K2P,JC}+G4",2
R08505,"MIX{HKY+FO,K3P,TPM2u+FO}+I",3
R08511,K3P+I,1
R08512,"MIX{GTR+FO,K3Pu+FO,TN+FO}+I+R2",3
R08513,"MIX{TIM3+FO,K2P}+G4",2
R08531,K2P+G4,1
R08548,"MIX{HKY+FO,JC}+I",2
R08562,"MIX{TPM3,JC}+R2",2
R08581,"MIX{K2P,JC}+G4",2
R08582,"MIX{TPM2u+FO,TPM3}+G4",2
R08591,K2P+I,1
R08592,TPM3u+FO+G4,1
R08596,"MIX{TPM3,JC}+G4",2
R08597,"MIX{TVM+FO,TPM3u+FO,K3P,HKY+FO}+G4",4
R08598,"MIX{TIM3e,JC}+G4",2
R08599,"MIX{K2P,JC}+G4",2
R08609,TIM+FO+I,1
R08613,"MIX{TPM3,TPM3,JC}+R2",3
R08616,"MIX{TPM3u+FO,JC}+R2",2
R08617,"MIX{TPM3,K3P}+I+G4",2
R08618,HKY+FO+G4,1
R08622,"MIX{TN+FO,HKY+FO}+G4",2
R08627,"MIX{K2P,JC}+I",2
R08632,HKY+FO+G4,1
R08636,"MIX{K2P,JC}+I+G4",2
R08637,TPM3u+FO+I,1
R08642,"MIX{TIM3e,TPM3}+R2",2
R08645,"MIX{TIM3e,HKY+FO,HKY+FO}+I+G4",3
R08648,"MIX{TIM3+FO,K3P}+G4",2
R08653,TPM3u+FO+I,1
R08655,"MIX{TIM3e,TPM3}+I+R2",2
R08660,HKY+FO+I,1
R08672,"MIX{TPM3u+FO,JC}+R2",2
R08673,"MIX{TIM3e,JC}+G4",2
R08674,"MIX{TPM3u+FO,TIM2+FO}+G4",2
R08677,TPM2+I,1
R08681,HKY+FO+G4,1
R08683,"MIX{TIM3+FO,JC}+G4",2
R08685,"MIX{K2P,JC}+I",2
R08688,"MIX{TPM3,TPM3}+G4",2
R08693,"MIX{TPM3,F81+FO}+G4",2
R08694,"MIX{HKY+FO,TPM2u+FO}+I+G4",2
R08698,HKY+FO+I,1
R08709,HKY+FO+I,1
R08710,"MIX{TIM3e,JC}+I+G4",2
R08712,HKY+FO,1
R08715,K3P+I,1
R08716,TIM3+FO+I,1
R08720,TPM3u+FO+R2,1
R08721,"MIX{TIM3e,K2P}+G4",2
R08724,"MIX{TPM3u+FO,TPM3}+I+G4",2
R08735,HKY+FO+I,1
R08737,"MIX{TIM3+FO,F81+FO,F81+FO}+I+R2",3
R08742,K2P+I,1
R08744,K2P+I,1
R08749,"MIX{TN+FO,JC}+I",2
R08753,"MIX{K2P,JC}+G4",2
R08755,HKY+FO+I,1
R08756,HKY+FO+I,1
R08757,"MIX{TVM+FO,JC}+R3",2
R08760,"MIX{TNe,F81+FO}+G4",2
R08762,TPM3+I,1
R08766,"MIX{HKY+FO,JC}+I",2
R08767,HKY+FO+I,1
R08768,HKY+FO+I,1
R08771,"MIX{TN+FO,JC}+G4",2
R08774,"MIX{TPM3u+FO,TPM3}+R2",2
R08775,HKY+FO+I,1
R08789,"MIX{TPM3,HKY+FO}+I",2
R08790,"MIX{TIM3+FO,K2P,JC}+I+R2",3
R08791,"MIX{K2P,JC}+R2",2
R08792,"MIX{TIM3+FO,JC}+I+G4",2
R08793,"MIX{HKY+FO,JC}+I+G4",2
R08796,TPM3+I,1
R08799,"MIX{TPM3u+FO,JC}+R3",2
R08804,HKY+FO+I,1
R08805,"MIX{K2P,JC}+G4",2
R08811,"MIX{HKY+FO,JC}+R2",2
R08812,JC+I,1
R08813,"MIX{TNe,JC}+I",2
R08815,"MIX{HKY+FO,JC}+I",2
R08816,K2P+I+G4,1
R08818,TPM3+I,1
R08819,"MIX{HKY+FO,TPM3}+R2",2
R08821,"MIX{TNe,JC}+G4",2
R08828,K2P+I,1
R08833,"MIX{HKY+FO,TN+FO}+I",2
R08835,TPM3u+FO+I,1
R08839,"MIX{K2P,JC,K3P}+I+R2",3
R08840,"MIX{TN+FO,TPM2}+I",2
R08842,TPM3+G4,1
R08844,TPM3u+FO+G4,1
R08846,HKY+FO+I,1
R08850,TN+FO+I,1
R08852,TPM3+G4,1
R08857,K2P+I,1
R08858,"MIX{TPM3,HKY+FO}+I+G4",2
R08868,TN+FO+I,1
R08869,"MIX{TIM3+FO,JC}+I",2
R08872,HKY+FO+I,1
R08873,TPM3+I,1
R08877,TN+FO+I,1
R08880,"MIX{K2P,JC}+G4",2
R08882,"MIX{TNe,JC}+R2",2
R08883,TPM3u+FO+G4,1
R08884,"MIX{TPM3u+FO,K2P}+I+G4",2
R08885,TPM3+I,1
R08886,"MIX{HKY+FO,JC}+G4",2
R08888,"MIX{TPM3u+FO,TIM2e}+I",2
R08890,"MIX{TPM3u+FO,JC}+I+R2",2
R08894,HKY+FO+I,1
R08897,"MIX{TPM3u+FO,K3Pu+FO}+G4",2
R08898,"MIX{TIM3e,JC}+G4",2
R08905,"MIX{TIM3e,JC}+G4",2
R08906,"MIX{TIM3+FO,JC}+I+R2",2
R08907,"MIX{TPM3u+FO,JC}+R2",2
R08911,"MIX{TPM2u+FO,JC,HKY+FO}+I+G4",3
R08912,"MIX{TPM3u+FO,JC}+R2",2
R08913,TPM3u+FO,1
R08916,TIM3e+G4,1
R08930,"MIX{HKY+FO,K2P}+I",2
R08935,"MIX{K2P,JC}+R2",2
R08940,"MIX{TPM3,HKY+FO}+R2",2
R08942,K3P+I,1
R08943,"MIX{K2P,JC}+I+R2",2
R08946,K2P+I,1
R08947,"MIX{TIM3e,JC}+R2",2
R08954,"MIX{TIM3+FO,JC}+G4",2
R08962,"MIX{TIM3e,JC}+I+R2",2
R08965,HKY+FO+R2,1
R08966,"MIX{K2P,JC}+R2",2
R08970,"MIX{TIM3+FO,F81+FO,F81+FO}+R2",3
R08972,"MIX{TN+FO,TPM3}+R3",2
R08973,"MIX{HKY+FO,K2P}+I",2
R08977,TN+FO+I,1
R08979,"MIX{TNe,JC,TIM3+FO}+I+G4",3
R08982,"MIX{TIM3e,JC}+G4",2
R08983,HKY+FO+G4,1
R08984,TPM3+R3,1
R08992,"MIX{TVM+FO,TVMe}+I+R2",2
R08994,TIM3+FO+G4,1
R08995,"MIX{TPM3u+FO,K3Pu+FO}+R2",2
R08997,"MIX{TPM3,TIM3e}+G4",2
R08999,HKY+FO+I,1
R09007,TN+FO+I,1
R09010,"MIX{TPM3u+FO,JC}+G4",2
R09011,"MIX{K2P,JC,F81+FO}+I+R2",3
R09012,"MIX{TPM3,K2P}+G4",2
R09013,"MIX{HKY+FO,F81+FO,F81+FO}+G4",3
R09016,HKY+FO+G4,1
R09018,TPM3u+FO+I,1
R09023,TPM3u+FO+G4,1
R09027,"MIX{TNe,TIM3+FO}+G4",2
R09030,TNe+I,1
R09035,"MIX{K2P,JC}+I",2
R09036,"MIX{HKY+FO,JC}+I+G4",2
R09038,HKY+FO+I,1
R09040,"MIX{TPM3u+FO,K2P,K3P}+I+R2",3
R09041,"MIX{TNe,TNe}+G4",2
R09043,F81+FO+I,1
R09046,"MIX{HKY+FO,JC}+G4",2
R09047,"MIX{K2P,JC}+G4",2
R09051,"MIX{TPM3,TPM3}+G4",2
R09052,"MIX{K2P,K2P}+I",2
R09053,"MIX{K2P,JC}+I",2
R09056,"MIX{K2P,JC}+R2",2
R09058,"MIX{HKY+FO,JC}+R2",2
R09059,K2P+I,1
R09060,HKY+FO+I,1
R09061,TNe+G4,1
R09064,"MIX{TPM3,TPM3}+G4",2
R09065,"MIX{TN+FO,JC}+R2",2
R09066,TN+FO+I,1
R09070,"MIX{TPM3,TPM3}+I+G4",2
R09071,"MIX{TPM3u+FO,TIM2+FO}+G4",2
R09072,"MIX{TN+FO,JC}+R2",2
R09077,"MIX{TPM3,JC,TIM3e}+G4",3
R09084,K3P+G4,1
R09085,K3P+I+G4,1
R09086,"MIX{TPM3,JC,TPM3}+G4",3
R09091,"MIX{TPM3u+FO,JC,TPM2u+FO}+G4",3
R09092,TPM3+I+G4,1
R09094,TN+FO+I,1
R09096,"MIX{TNe,HKY+FO}+I",2
R09101,"MIX{TPM3u+FO,JC}+R2",2
R09102,JC,1
R09108,"MIX{HKY+FO,JC}+I",2
R09110,F81+FO,1
R09112,TIM3e+I,1
R09113,"MIX{HKY+FO,K2P}+G4",2
R09114,"MIX{TPM3,JC}+I",2
R09116,"MIX{K2P,JC}+I",2
R09118,K2P+G4,1
R09121,HKY+FO+I,1
R09123,"MIX{TNe,JC}+I",2
R09126,TPM3u+FO+G4,1
R09128,"MIX{TPM3u+FO,TPM3}+R2",2
R09132,"MIX{TNe,K3P}+I",2
R09136,K2P+G4,1
R09137,"MIX{K2P,JC}+R2",2
R09141,TPM3u+FO+G4,1
R09148,HKY+FO+I,1
R09151,HKY+FO,1
R09152,"MIX{TPM3,JC}+G4",2
R09156,"MIX{TIM3+FO,JC}+G4",2
R09157,"MIX{TPM3,TPM3}+I+G4",2
R09158,F81+FO,1
R09159,TNe+I,1
R09162,TN+FO+I,1
R09166,TNe+I,1
R09168,HKY+FO+G4,1
R09170,K2P+G4,1
R09173,TPM3+I,1
R09174,K2P+G4,1
R09176,TN+FO+I,1
R09177,F81+FO+G4,1
R09179,"MIX{TPM3,TPM3}+G4",2
R09181,"MIX{K2P,JC}+I",2
R09184,HKY+FO+I,1
R09187,"MIX{K2P,JC}+G4",2
R09188,"MIX{TIM3e,JC}+G4",2
R09189,K2P+I,1
R09196,"MIX{TPM3u+FO,TPM3}+R2",2
R09197,TPM2+G4,1
R09199,TNe+G4,1
R09201,K2P+I,1
R09204,"MIX{HKY+FO,JC}+I",2
R09206,"MIX{TPM3,TPM3}+G4",2
R09207,"MIX{K2P,JC}+G4",2
R09208,"MIX{TPM3u+FO,JC}+G4",2
R09209,TPM3+I,1
R09225,"MIX{TPM3,F81+FO}+G4",2
R09230,TPM3+R2,1
R09231,"MIX{TVM+FO,TPM3u+FO}+G4",2
R09233,TIM3+FO+I,1
R09234,"MIX{TPM3u+FO,TPM3}+I+G4",2
R09237,"MIX{TIM3+FO,TPM3}+R3",2
R09239,"MIX{TNe,JC,HKY+FO}+I+G4",3
R09240,"MIX{K2P,JC}+I+R2",2
R09241,TIM3e+I,1
R09242,"MIX{K2P,K3P}+I+G4",2
R09243,TIM3+FO+I,1
R09245,F81+FO,1
R09249,K2P+I,1
R09252,"MIX{TPM3u+FO,TPM3}+I+R2",2
R09256,"MIX{TPM3u+FO,HKY+FO}+I",2
R09270,"MIX{TVM+FO,GTR+FO,K3P}+R2",3
R09271,"MIX{GTR+FO,HKY+FO,HKY+FO}+G4",3
R09272,TPM3u+FO+I,1
R09273,"MIX{TPM3u+FO,TPM3}+I+G4",2
R09274,"MIX{TIM3+FO,JC}+G4",2
R09275,TPM3u+FO+G4,1
R09276,"MIX{TPM3u+FO,TPM3}+R2",2
R09277,"MIX{TNe,JC}+I",2
R09280,"MIX{TPM3u+FO,TPM3}+G4",2
R09281,K2P+G4,1
R09282,"MIX{TIM3e,HKY+FO}+I+G4",2
R09286,"MIX{HKY+FO,JC}+G4",2
R09287,"MIX{TPM3u+FO,TPM2u+FO}+R3",2
R09297,TPM3u+FO+G4,1
R09298,K2P+I,1
R09307,"MIX{TPM3,K2P}+G4",2
R09315,"MIX{TPM3u+FO,TPM2,TPM3}+G4",3
R09320,"MIX{TPM3u+FO,TPM3}+G4",2
R09335,"MIX{K3Pu+FO,JC}+I",2
R09337,"MIX{TPM2,K3P}+I",2
R09341,"MIX{TIM3e,JC}+R2",2
R09346,"MIX{HKY+FO,JC}+I+G4",2
R09349,"MIX{HKY+FO,K2P}+I",2
R09351,"MIX{TPM3,TPM3}+R2",2
R09354,"MIX{TPM3u+FO,JC}+G4",2
R09355,"MIX{K3P,JC}+I+G4",2
R09356,"MIX{TPM3,K3P}+I+G4",2
R09359,K3P+G4,1
R09360,"MIX{HKY+FO,JC}+I+G4",2
R09361,"MIX{TPM3u+FO,JC}+R2",2
R09363,"MIX{TPM3,JC}+G4",2
R09365,K2P+G4,1
R09369,JC+I,1
R09374,"MIX{K2P,K2P}+I",2
R09381,"MIX{TIM3+FO,TIM2+FO,TNe}+R3",3
R09382,"MIX{TIM3+FO,TPM2}+R3",2
R09384,"MIX{TPM3u+FO,JC}+G4",2
R09389,TPM3u+FO+G4,1
R09392,"MIX{TPM3,K2P,TNe,TNe}+G4",4
R09393,"MIX{TPM3u+FO,TPM3}+R2",2
R09395,"MIX{TPM3,TPM3}+R2",2
R09397,JC+I,1
R09398,"MIX{TIM3+FO,JC}+R2",2
R09400,"MIX{TPM3,JC,TPM3}+G4",3
R09401,"MIX{HKY+FO,JC}+I",2
R09403,"MIX{TPM3u+FO,JC}+R3",2
R09404,"MIX{TPM3,TIM2+FO}+G4",2
R09411,"MIX{TIM3e,TIM2e}+I+R2",2
R09413,"MIX{TPM2u+FO,JC}+R2",2
R09414,JC+I,1
R09416,JC+I,1
R09419,"MIX{TPM3u+FO,TN+FO}+I+R2",2
R09434,"MIX{HKY+FO,F81+FO}+I",2
R09442,"MIX{TPM3u+FO,TPM3}+I+R2",2
R09443,TPM3+I+G4,1
R09445,"MIX{TVM+FO,TPM3,JC,TIM2+FO}+R2",4
R09446,"MIX{K2P,K2P}+I+G4",2
R09447,"MIX{TPM3u+FO,TPM3}+I+R2",2
R09448,"MIX{TN+FO,JC}+G4",2
R09450,"MIX{HKY+FO,F81+FO,TVMe}+R2",3
R09452,"MIX{TPM3u+FO,F81+FO}+R3",2
R09453,"MIX{TPM3u+FO,TIM3e,JC}+I+R2",3
R09456,"MIX{HKY+FO,JC,TPM2u+FO}+I",3
R09460,"MIX{TN+FO,K2P}+I",2
R09469,"MIX{TN+FO,K2P}+I",2
R09476,"MIX{K2P,K2P}+I",2
R09478,"MIX{TPM3,TPM3}+I+R2",2
R09485,"MIX{TIM3+FO,TPM3}+I",2
R09486,TPM3+I,1
R09511,TPM3u+FO+I,1
R09512,TPM3u+FO+G4,1
R09513,TPM3u+FO+I,1
R09515,K3P+I,1
R09518,TPM3+I,1
R09523,HKY+FO+I,1
R09525,HKY+FO+G4,1
R09526,"MIX{TPM3u+FO,F81+FO,JC}+G4",3
R09527,"MIX{TPM3,JC}+G4",2
R09528,F81+FO+I,1
R09529,TPM3+I+G4,1
R09532,"MIX{K2P,JC}+R2",2
R09534,"MIX{TIM3e,TPM3}+I+G4",2
R09535,TPM2+I,1
R09536,K2P+I,1
R09539,"MIX{K2P,TPM2u+FO}+I",2
R09540,"MIX{F81+FO,K2P}+I",2
R09541,"MIX{TIM3e,K2P}+G4",2
R09543,"MIX{TIM2e,K2P}+G4",2
R09545,TIM3+FO+I,1
R09548,"MIX{TPM3,K2P}+G4",2
R09549,TN+FO+I,1
R09552,F81+FO,1
R09553,"MIX{HKY+FO,JC}+I",2
R09554,"MIX{TPM3,F81+FO}+G4",2
R09569,"MIX{TN+FO,JC}+I",2
R09574,HKY+FO+I,1
R09576,TPM3u+FO+I+G4,1
R09577,"MIX{TPM3u+FO,JC}+G4",2
R09582,TPM3u+FO+I,1
R09585,"MIX{TPM3,TPM3u+FO,JC}+G4",3
R09593,"MIX{TVM+FO,HKY+FO}+G4",2
R09594,"MIX{TIM3e,JC}+G4",2
R09601,"MIX{K3P,JC}+I",2
R09606,"MIX{TPM2u+FO,TIM2+FO}+R3",2
R09609,"MIX{TPM2u+FO,TIM3e}+G4",2
R09630,"MIX{TPM3u+FO,TPM3}+G4",2
R09633,"MIX{TPM3u+FO,JC,HKY+FO}+R3",3
R09638,"MIX{TN+FO,TPM3,JC}+I",3
R09639,TIM3+FO+I,1
R09641,"MIX{TN+FO,JC}+I",2
R09642,"MIX{TNe,F81+FO}+I+G4",2
R09643,"MIX{HKY+FO,TPM3,HKY+FO}+R2",3
R09644,TVMe+I,1
R09649,"MIX{TPM3,TPM3,JC}+I+G4",3
R09652,"MIX{TPM3,TPM3}+I+G4",2
R09653,"MIX{TN+FO,TIM3+FO}+G4",2
R09660,"MIX{TPM3,TPM3}+I",2
R09673,K3Pu+FO+I,1
R09674,TPM3+G4,1
R09677,"MIX{TPM3u+FO,JC}+G4",2
R09680,"MIX{TPM3u+FO,K3Pu+FO}+I+G4",2
R09681,"MIX{TPM3u+FO,JC}+I+R2",2
R09685,TPM3u+FO+R3,1
R09691,TPM3+I,1
R09692,"MIX{TPM3,TPM3,JC}+G4",3
R09693,"MIX{TPM3,K3Pu+FO}+G4",2
R09694,"MIX{K2P,JC}+I+R2",2
R09695,"MIX{TIM3+FO,TPM3,K3Pu+FO}+I+R2",3
R09696,"MIX{TPM3u+FO,K2P}+R2",2
R09697,"MIX{TNe,K2P}+G4",2
R09698,"MIX{TIM3e,JC}+R2",2
R09699,F81+FO,1
R09708,"MIX{SYM,TPM2u+FO,TNe}+I+R2",3
R09711,HKY+FO+I,1
R09715,F81+FO,1
R09851,"MIX{TPM3u+FO,TPM3,K2P}+I+R2",3
R09908,"MIX{HKY+FO,JC}+G4",2
R09914,"MIX{HKY+FO,TPM2u+FO}+I+G4",2
R09925,"MIX{TPM3u+FO,TIM3e,HKY+FO}+G4",3
R09928,"MIX{TIM3e,JC}+G4",2
R09936,"MIX{TPM3u+FO,K2P,JC}+G4",3
R09937,HKY+FO+I,1
R09938,"MIX{HKY+FO,TPM3}+R2",2
R09941,"MIX{TPM3u+FO,F81+FO,TNe}+I+G4",3
R09947,"MIX{HKY+FO,JC}+I",2
R09950,"MIX{TPM3u+FO,TIM2+FO,TPM2}+G4",3
R09951,TPM3u+FO+R2,1
R09953,TPM3u+FO+I+G4,1
R09960,"MIX{TPM3u+FO,JC}+R3",2
R09962,"MIX{TPM3u+FO,TPM3}+G4",2
R09963,K2P+G4,1
R09966,"MIX{TPM3,TPM3}+I",2
R09973,HKY+FO+R2,1
R09980,"MIX{TIM3+FO,TVMe}+R3",2
R09986,"MIX{TPM3u+FO,TPM3}+I+G4",2
R09989,K2P+I,1
R09991,"MIX{TN+FO,JC}+I",2
R09992,"MIX{HKY+FO,JC}+R2",2
R09996,"MIX{TPM3,TPM3}+I",2
R09997,"MIX{K3P,K3P}+I",2
R10000,"MIX{TPM2u+FO,TPM3,TN+FO,TNe}+R2",4
R10007,"MIX{K2P,JC}+G4",2
R10008,"MIX{HKY+FO,JC}+I",2
R10009,"MIX{HKY+FO,JC}+I+G4",2
R10012,"MIX{K2P,JC}+I",2
R10016,"MIX{HKY+FO,JC}+I+G4",2
R10017,TIM3+FO+R3,1
R10019,"MIX{TPM2,JC}+R3",2
R10022,"MIX{TPM3u+FO,JC,F81+FO}+I+G4",3
R10026,"MIX{TVM+FO,TIM+FO,K3Pu+FO,JC}+R3",4
R10027,"MIX{TIM3+FO,JC}+I+R2",2
R10028,K2P+I+G4,1
R10030,"MIX{TIM3e,F81+FO}+G4",2
R10034,TPM3u+FO+G4,1
R10035,"MIX{TPM3u+FO,JC}+I+G4",2
R10046,"MIX{TPM3,JC}+I+G4",2
R10048,"MIX{TPM3u+FO,K2P}+I+G4",2
R10050,K2P+I,1
R10056,"MIX{K2P,TPM2u+FO}+G4",2
R10058,TVMe+I,1
R10059,"MIX{TIM3+FO,TPM3,JC}+I+R2",3
R10063,TPM3+I,1
R10066,"MIX{TPM3u+FO,JC}+I+R2",2
R10071,"MIX{TPM3u+FO,JC}+I+G4",2
R10072,HKY+FO+G4,1
R10073,"MIX{TIM2e,JC}+R2",2
R10074,"MIX{TN+FO,TPM3,JC,HKY+FO}+G4",4
R10075,"MIX{HKY+FO,JC}+I+G4",2
R10078,"MIX{TPM3u+FO,JC}+G4",2
R10079,TIM3+FO+I,1
R10086,"MIX{TPM3,K2P}+R2",2
R10087,"MIX{TIM3e,F81+FO}+I+R2",2
