File_IDs,BIC Scores from Folder,BIC Values from Specific File,MIX_MF
R08724,21380.3508,21462.297,-81.9462
R08735,1551.4612,1599.811,-48.3498
R08737,15089.8341,15258.299,-168.4649
R08742,2271.3407,2299.681,-28.3403
R08744,2281.6028,2346.42,-64.8172
R08749,4645.8557,4660.756,-14.9003
R08753,3826.373,3834.383,-8.01
R08755,3961.3704,3982.086,-20.7156
R08756,2599.4869,2603.156,-3.6691
R08757,57576.8008,57698.171,-121.3702
R08760,5149.5021,5163.482,-13.9799
R08762,2932.116,2934.952,-2.836
R08766,4836.3595,4857.722,-21.3625
R08767,3970.1489,3994.195,-24.0461
R08768,5581.7038,5607.226,-25.5222
R08771,4846.2556,4864.899,-18.6434
R08774,4054.0829,4071.058,-16.9751
R08775,2320.7731,2334.939,-14.1659
R08789,5057.208,5079.138,-21.93
R08790,7719.3867,7783.954,-64.5673
R08791,8732.472,8758.769,-26.297
R08792,4136.8056,4151.724,-14.9184
R08793,13328.8207,13372.03,-43.2093
R08796,1520.9454,1523.733,-2.7876
R08799,7203.3617,7297.86,-94.4983
R08804,2791.4053,2839.717,-48.3117
R08805,3044.5172,3050.086,-5.5688
R08811,7505.5673,7522.139,-16.5717
R08812,1988.4632,2028.332,-39.8688
R08813,3522.1016,3531.9,-9.7984
R08815,6959.1398,7004.555,-45.4152
R08816,1858.2238,1871.851,-13.6272
R08818,3087.7556,3091.004,-3.2484
R08819,12219.0945,12255.49,-36.3955
R08821,2090.5324,2105.621,-15.0886
R08828,1963.5746,1975.59,-12.0154
R08833,3928.8425,3952.886,-24.0435
R08835,4607.2809,4624.914,-17.6331
R08839,7075.4388,7123.729,-48.2902
R08840,6447.1382,6462.784,-15.6458
R08842,3670.2373,3678.612,-8.3747
R08844,8437.145,8440.543,-3.398
R08846,1105.6894,1122.778,-17.0886
R08850,3886.2273,3894.067,-7.8397
R08852,2938.2539,2950.037,-11.7831
R08857,2715.743,2725.442,-9.699
R08858,2303.1711,2348.735,-45.5639
R08868,3889.3514,3889.589,-0.2376
R08869,4183.2772,4192.648,-9.3708
R08872,2052.9008,2071.676,-18.7752
R08873,3985.2043,3993.632,-8.4277
R08877,4377.5797,4378.613,-1.0333
R08880,3881.9043,3897.345,-15.4407
R08882,7901.5735,7935.735,-34.1615
R08883,3170.4679,3182.586,-12.1181
R08884,3214.2302,3231.57,-17.3398
R08885,2809.6503,2825.119,-15.4687
R08886,4290.4456,4303.727,-13.2814
R08888,11221.7388,11231.506,-9.7672
R08890,10990.1182,11045.97,-55.8518
R08894,1803.1812,1862.844,-59.6628
R08897,13409.8238,13441.641,-31.8172
R08898,7843.0201,7848.14,-5.1199
R08905,10547.0649,10568.673,-21.6081
R08906,9015.9673,9060.813,-44.8457
R08907,8062.3877,8099.636,-37.2483
R08911,9091.7897,9142.828,-51.0383
R08912,7103.9388,7143.17,-39.2312
R08913,1186.0194,1253.527,-67.5076
R08916,4199.0854,4224.17,-25.0846
R08930,4197.033,4221.463,-24.43
R08935,3239.6168,3284.503,-44.8862
R08940,7700.2704,7726.704,-26.4336
R08942,3714.1694,3718.135,-3.9656
R08943,9613.6093,9634.466,-20.8567
R08946,2320.1796,2328.751,-8.5714
R08947,6846.9973,6899.241,-52.2437
R08954,8269.9509,8287.068,-17.1171
R08962,8535.2235,8570.983,-35.7595
R08965,3735.3293,3743.403,-8.0737
R08966,3418.8876,3454.284,-35.3964
R08970,7523.6109,7573.756,-50.1451
R08972,10388.6567,10488.811,-100.1543
R08973,3085.028,3117.123,-32.095
R08977,7357.9004,7383.396,-25.4956
R08979,8193.6149,8254.529,-60.9141
R08982,3813.7042,3822.819,-9.1148
R08983,2536.5028,2544.751,-8.2482
R08984,4474.2966,4515.592,-41.2954
R08992,31451.2579,31585.418,-134.1601
R08994,3410.9487,3425.822,-14.8733
R08995,13626.7295,13668.111,-41.3815
R08997,6177.1114,6193.297,-16.1856
R08999,1283.9316,1291.372,-7.4404
R09007,2621.2456,2648.067,-26.8214
R09010,3565.1878,3615.697,-50.5092
R09011,8512.024,8593.467,-81.443
R09012,3292.5267,3308.8,-16.2733
R09013,5695.1279,5755.578,-60.4501
R09016,3616.7855,3619.265,-2.4795
R09018,2125.2906,2138.155,-12.8644
R09023,2257.0601,2296.392,-39.3319
R09027,8014.5414,8049.73,-35.1886
R09030,2997.145,3023.071,-25.926
R09035,2558.1667,2567.067,-8.9003
R09036,7886.1412,7917.622,-31.4808
R09038,5542.6592,5639.523,-96.8638
R09040,13246.4781,13321.929,-75.4509
R09041,3893.3707,3910.722,-17.3513
R09043,2538.7192,2551.094,-12.3748
R09046,5458.3185,5496.527,-38.2085
R09047,3613.7204,3650.27,-36.5496
R09051,10279.3914,10300.757,-21.3656
R09052,2510.0416,2533.005,-22.9634
R09053,3319.3552,3327.793,-8.4378
R09056,5015.3346,5057.866,-42.5314
R09058,6404.2944,6424.858,-20.5636
R09059,4265.4838,4266.879,-1.3952
R09060,5822.2636,5841.516,-19.2524
R09061,7808.0885,7829.669,-21.5805
R09064,6586.7541,6605.042,-18.2879
R09065,12914.4386,12962.925,-48.4864
R09066,2827.4704,2833.985,-6.5146
R09070,6079.9463,6119.558,-39.6117
R09071,27359.1403,27443.647,-84.5067
R09072,4919.242,4928.742,-9.5
R09077,7080.6796,7131.665,-50.9854
R09084,1972.569,1993.032,-20.463
R09085,2930.8327,2945.737,-14.9043
R09086,4801.9394,4831.91,-29.9706
R09091,8801.5643,8871.579,-70.0147
R09092,4937.2895,4938.593,-1.3035
R09094,12221.6769,12238.728,-17.0511
R09096,5068.2399,5126.512,-58.2721
R09101,12239.1255,12269.135,-30.0095
R09102,1395.2625,1526.983,-131.7205
R09108,5173.3379,5199.82,-26.4821
R09110,1441.6757,1501.616,-59.9403
R09112,3054.7496,3066.179,-11.4294
R09113,3996.6576,4027.129,-30.4714
R09114,3634.6623,3641.021,-6.3587
R09116,3836.497,3850.826,-14.329
R09118,1837.3967,1841.367,-3.9703
R09121,4959.2462,5007.999,-48.7528
R09123,2670.5707,2720.587,-50.0163
R09126,2834.2621,2841.441,-7.1789
R09128,11058.8462,11092.785,-33.9388
R09132,1763.043,1778.634,-15.591
R09136,3081.8567,3086.849,-4.9923
R09137,6598.768,6644.4,-45.632
R09141,4623.5445,4640.086,-16.5415
R09148,1452.4842,1499.107,-46.6228
R09151,5284.2963,5371.74,-87.4437
R09152,2075.2418,2076.355,-1.1132
R09156,5554.7021,5587.682,-32.9799
R09157,5040.6315,5097.649,-57.0175
R09158,6369.1899,6408.354,-39.1641
R09159,1224.0486,1251.034,-26.9854
R09162,1541.212,1654.801,-113.589
R09166,1398.0815,1432.448,-34.3665
R09168,4549.3042,4603.793,-54.4888
R09170,1489.0567,1519.936,-30.8793
R09173,6137.7068,6137.704,0.0028
R09174,1860.5859,1876.807,-16.2211
R09176,3271.0953,3281.149,-10.0537
R09177,3185.9537,3276.955,-91.0013
R09179,3609.6572,3625.268,-15.6108
R09181,1889.9922,1919.171,-29.1788
R09184,10904.1978,10912.673,-8.4752
R09187,2749.8468,2750.56,-0.7132
R09188,2900.0659,2837.831,62.2349
R09189,4405.558,4454.394,-48.836
R09196,5724.703,5750.007,-25.304
R09197,1390.5787,1402.117,-11.5383
R09199,1831.2212,1833.08,-1.8588
R09201,2614.9643,2619.836,-4.8717
R09204,3759.9851,3788.727,-28.7419
R09206,5772.4655,5840.833,-68.3675
R09207,1954.4696,1954.935,-0.4654
R09208,6007.7606,6026.519,-18.7584
R09209,1460.1506,1494.842,-34.6914
R09225,4161.0333,4208.6,-47.5667
R09230,4246.3907,4269.178,-22.7873
R09231,10701.7444,10726.512,-24.7676
R09233,4201.9841,4221.377,-19.3929
R09234,16349.3158,16409.747,-60.4312
R09237,19704.9662,19818.923,-113.9568
R09239,6012.5609,6050.618,-38.0571
R09240,4889.3502,4904.526,-15.1758
R09241,4006.9724,4025.215,-18.2426
R09242,8001.1446,8027.478,-26.3334
R09243,5710.7255,5721.637,-10.9115
R09245,1334.5687,1429.465,-94.8963
R09249,2248.961,2277.507,-28.546
R09252,16401.9701,16472.506,-70.5359
R09256,4465.758,4480.505,-14.747
R09270,12924.3055,12989.801,-65.4955
R09271,29525.547,29673.591,-148.044
R09272,3929.7457,3956.711,-26.9653
R09273,8287.2475,8341.061,-53.8135
R09274,4332.5942,4338.734,-6.1398
R09275,5979.127,6001.758,-22.631
R09276,23719.0611,23802.715,-83.6539
R09277,6402.579,6406.234,-3.655
R09280,14789.0182,14832.563,-43.5448
R09281,6459.1547,6479.695,-20.5403
R09282,4217.3656,4259.349,-41.9834
R09286,23476.7039,23527.694,-50.9901
R09287,8685.6137,8725.137,-39.5233
R09297,5508.4373,5525.097,-16.6597
R09298,2139.4022,2159.982,-20.5798
R09307,3156.1093,3190.556,-34.4467
R09315,18933.6154,19005.636,-72.0206
R09320,7044.9239,7070.687,-25.7631
R09335,2533.5782,2542.275,-8.6968
R09337,4978.671,4997.98,-19.309
R09341,5514.0234,5548.66,-34.6366
R09346,10790.9478,10819.349,-28.4012
R09349,3916.6802,3930.208,-13.5278
R09351,5578.6614,5607.49,-28.8286
R09354,7907.6008,7931.171,-23.5702
R09355,5347.8396,5362.18,-14.3404
R09356,3224.8555,3255.71,-30.8545
R09359,2437.857,2475.663,-37.806
R09360,7558.7376,7589.863,-31.1254
R09361,7686.3536,7747.062,-60.7084
R09363,3565.6559,3609.883,-44.2271
R09365,2325.6435,2333.806,-8.1625
R09369,2239.6758,2290.788,-51.1122
R09374,5494.9432,5517.208,-22.2648
R09381,12361.8617,12527.514,-165.6523
R09382,12391.195,12468.23,-77.035
R09384,7329.0334,7365.871,-36.8376
R09389,2554.9663,2563.084,-8.1177
R09392,7699.8222,7738.653,-38.8308
R09393,7573.532,7647.727,-74.195
R09395,5038.6398,5100.548,-61.9082
R09397,1326.8253,1435.652,-108.8267
R09398,5948.9092,5978.289,-29.3798
R09400,17836.717,17895.493,-58.776
R09401,3494.6978,3502.611,-7.9132
R09403,10787.1903,10837.871,-50.6807
R09404,3693.6426,3739.431,-45.7884
R09411,9257.7401,9319.892,-62.1519
R09413,2601.3923,2607.755,-6.3627
R09414,1355.0217,1368.504,-13.4823
R09416,1450.2891,1455.723,-5.4339
R09419,13381.3586,13447.611,-66.2524
R09434,6423.8301,6448.528,-24.6979
R09442,15867.5348,15944.578,-77.0432
R09443,2803.909,2837.495,-33.586
R09445,27219.2401,27366.638,-147.3979
R09446,7426.5515,7527.55,-100.9985
R09447,8895.3509,8954.553,-59.2021
R09448,6084.8004,6116.849,-32.0486
R09450,11365.1804,11455.825,-90.6446
R09452,13393.0578,13404.481,-11.4232
R09453,19162.4352,19242.244,-79.8088
R09456,13367.0391,13442.231,-75.1919
R09460,5367.8014,5388.817,-21.0156
R09469,7714.7365,7751.058,-36.3215
R09476,3250.956,3275.486,-24.53
R09478,3398.1146,3416.675,-18.5604
R09485,4256.7398,4273.017,-16.2772
R09486,4420.0195,4438.998,-18.9785
R09511,3278.5223,3315.439,-36.9167
R09512,6702.3493,6728.106,-25.7567
R09513,10208.4154,10240.232,-31.8166
R09515,2489.4803,2515.465,-25.9847
R09518,1569.2097,1603.918,-34.7083
R09523,2190.8834,2224.52,-33.6366
R09525,4681.2335,4699.468,-18.2345
R09526,11800.8827,11915.132,-114.2493
R09527,6563.1096,6600.179,-37.0694
R09528,765.314,808.967,-43.653
R09529,7639.821,7656.823,-17.002
R09532,3701.1072,3702.315,-1.2078
R09534,5322.5586,5342.142,-19.5834
R09535,858.0954,885.214,-27.1186
R09536,3027.3759,3044.239,-16.8631
R09539,4656.9303,4664.668,-7.7377
R09540,3207.3072,3238.479,-31.1718
R09541,7008.6189,7057.054,-48.4351
R09543,2846.874,2864.645,-17.771
R09545,4011.9659,4017.089,-5.1231
R09548,7370.6391,7474.382,-103.7429
R09549,2606.9425,2693.464,-86.5215
R09552,934.1074,1165.62,-231.5126
R09553,2878.8434,2892.599,-13.7556
R09554,2132.7992,2134.17,-1.3708
R09569,19242.2714,19257.748,-15.4766
R09574,8062.74,8119.74,-57
R09576,3697.2856,3705.615,-8.3294
R09577,3735.3417,3750.135,-14.7933
R09582,4806.8401,4810.872,-4.0319
R09585,7547.0922,7596.165,-49.0728
R09593,6683.9729,6706.026,-22.0531
R09594,2905.8658,2912.233,-6.3672
R09601,3865.956,3884.028,-18.072
R09606,14616.7283,14666.928,-50.1997
R09609,7087.0236,7126.07,-39.0464
R09630,5625.1077,5646.308,-21.2003
R09633,18343.1017,18466.073,-122.9713
R09638,5838.6169,5897.789,-59.1721
R09639,4151.5097,4162.968,-11.4583
R09641,2561.2972,2597.374,-36.0768
R09642,5343.8418,5358.912,-15.0702
R09643,7402.2382,7450.529,-48.2908
R09644,2808.7095,2812.943,-4.2335
R09649,5047.1848,5084.402,-37.2172
R09652,4223.1055,4293.725,-70.6195
R09653,5059.8629,5128.699,-68.8361
R09660,4336.016,4357.974,-21.958
R09673,5149.0978,5192.371,-43.2732
R09674,5357.3174,5372.144,-14.8266
R09677,4121.612,4133.967,-12.355
R09680,6609.593,6647.757,-38.164
R09681,6251.8232,6298.612,-46.7888
R09685,4468.225,4481.027,-12.802
R09691,1592.337,1617.409,-25.072
R09692,2649.9899,2681.887,-31.8971
R09693,5357.5743,5386.894,-29.3197
R09694,1548.6321,1579.563,-30.9309
R09695,22773.3748,22972.33,-198.9552
R09696,2500.7304,2533.305,-32.5746
R09697,7013.0612,7031.042,-17.9808
R09698,7489.7814,7514.693,-24.9116
R09699,1599.326,1658.989,-59.663
R09708,16280.8937,16371.142,-90.2483
R09711,2229.4413,2253.258,-23.8167
R09715,444.4204,643.404,-198.9836
R09851,23410.503,23584.448,-173.945
R09908,5270.6806,5282.826,-12.1454
R09914,5051.7181,5059.518,-7.7999
R09925,9106.3336,9193.128,-86.7944
R09928,6651.5607,6653.141,-1.5803
R09936,13647.9385,13763.336,-115.3975
R09937,9470.7196,9520.639,-49.9194
R09938,6873.3399,6918.455,-45.1151
R09941,8964.5572,9012.143,-47.5858
R09947,4217.3393,4234.185,-16.8457
R09950,15476.2779,15571.07,-94.7921
R09951,7622.6486,7627.098,-4.4494
R09953,12951.0348,12960.839,-9.8042
R09960,11887.597,11948.609,-61.012
R09962,7890.0491,7939.8,-49.7509
R09963,4118.9115,4126.617,-7.7055
R09966,5988.7951,6025.559,-36.7639
R09973,4035.5953,4043.657,-8.0617
R09980,14634.8068,14663.478,-28.6712
R09986,6671.8042,6739.96,-68.1558
R09989,2839.5529,2850.813,-11.2601
R09991,7059.2497,6989.755,69.4947
R09992,9582.1897,9590.626,-8.4363
R09996,6700.445,6735.419,-34.974
R09997,5008.6797,5027.245,-18.5653
R10000,18331.863,18461.443,-129.58
R10007,3483.2523,3502.78,-19.5277
R10008,6356.6607,6380.267,-23.6063
R10009,9306.0817,9341.347,-35.2653
R10012,6102.9006,6122.605,-19.7044
R10016,10174.5606,10214.003,-39.4424
R10017,4839.4942,4862.047,-22.5528
R10019,5001.6504,5008.203,-6.5526
R10022,5208.1204,5252.008,-43.8876
R10026,68293.0016,68533.045,-240.0434
R10027,9682.62,9730.582,-47.962
R10028,2308.7808,2326.113,-17.3322
R10030,6946.9417,6962.239,-15.2973
R10034,8109.5261,8123.146,-13.6199
R10035,9346.3619,9383.709,-37.3471
R10046,5139.3854,5164.164,-24.7786
R10048,8654.9616,8729.232,-74.2704
R10050,2334.8962,2357.166,-22.2698
R10056,2303.072,2323.171,-20.099
R10058,1932.9569,1949.73,-16.7731
R10059,12341.5126,12403.435,-61.9224
R10063,2181.5125,2190.737,-9.2245
R10066,6323.2315,6406.626,-83.3945
R10071,6334.5361,6366.833,-32.2969
R10072,7788.1674,7806.723,-18.5556
R10073,5063.148,5096.223,-33.075
R10074,10584.9228,10675.965,-91.0422
R10075,5836.142,5858.308,-22.166
R10078,3062.7021,3066.271,-3.5689
R10079,6442.6641,6466.512,-23.8479
R10086,5409.9589,5428.765,-18.8061
R10087,8353.0936,8382.387,-29.2934
R10089,6708.5803,6749.339,-40.7587
R10090,4293.5074,4309.502,-15.9946
R10101,13541.84,13668.985,-127.145
R10106,9087.6462,9102.436,-14.7898
R10112,6676.6108,6702.913,-26.3022
R10113,6067.8809,6099.192,-31.3111
R10115,3192.8627,3198.922,-6.0593
R10116,8535.7536,8587.907,-52.1534
R10117,6552.8788,6611.257,-58.3782
R10118,8598.0354,8616.497,-18.4616
R10119,6170.9635,6191.407,-20.4435
R10130,16028.9666,16070.848,-41.8814
R10137,4197.0619,4209.628,-12.5661
R10140,6990.4671,7063.646,-73.1789
R10141,19864.795,19942.993,-78.198
R10161,9692.8779,9733.975,-41.0971
R10163,16992.3294,17006.706,-14.3766
R10167,5708.1431,5855.427,-147.2839
R10174,7168.0242,7225.205,-57.1808
R10177,7922.2824,7973.741,-51.4586
R10178,7814.0062,7878.809,-64.8028
R10183,4702.3072,4718.979,-16.6718
R10184,25732.2311,25818.515,-86.2839
R10185,6396.6535,6424.769,-28.1155
R10186,12037.1755,12092.168,-54.9925
R10188,5893.6299,5915.803,-22.1731
R10190,3984.179,4004.623,-20.444
R10192,2639.6755,2650.932,-11.2565
R10193,4164.745,4201.497,-36.752
R10194,29317.1456,29405.171,-88.0254
R10195,10200.6882,10274.785,-74.0968
R10196,7263.4965,7322.828,-59.3315
R10200,6491.7765,6521.093,-29.3165
R10203,15327.3516,15391.333,-63.9814
R10204,4284.5934,4324.519,-39.9256
R10205,5010.4757,5027.289,-16.8133
R10210,6005.6453,6063.892,-58.2467
R10219,5183.2977,5205.855,-22.5573
R10223,29992.1355,30123.493,-131.3575
R10232,4023.3381,4027.33,-3.9919
R10238,7254.3579,7295.288,-40.9301
R10243,7482.2741,7505.143,-22.8689
R10247,3718.807,3739.85,-21.043
R10265,2564.9899,2566.378,-1.3881
R10268,5006.3478,5026.312,-19.9642
R10279,1522.1603,1525.335,-3.1747
R10291,9274.9443,9306.747,-31.8027
R10294,4746.9211,4760.72,-13.7989
R10299,3856.9605,3880.296,-23.3355
R10302,30430.51,30496.458,-65.948
R10310,12060.3522,12176.149,-115.7968
R10311,5191.5629,5207.329,-15.7661
R10314,9780.5866,9808.631,-28.0444
R10316,5223.8468,5257.251,-33.4042
R10335,5270.2499,5289.059,-18.8091
R10354,1638.3107,1651.195,-12.8843
R10361,4635.0966,4641.59,-6.4934
R10362,2291.587,2293.364,-1.777
R10368,4989.6994,4998.6,-8.9006
R10370,9659.6589,9693.689,-34.0301
R10393,2489.2883,2523.813,-34.5247
R10394,4937.7599,4940.083,-2.3231
R10400,10667.727,10710.638,-42.911
R10403,5140.7276,5179.273,-38.5454
R10410,4238.3706,4247.727,-9.3564
R10413,4006.239,4017.137,-10.898
R10420,1562.9469,1600.2,-37.2531
R10430,7323.6766,7376.139,-52.4624
R10431,4080.9917,4107.638,-26.6463
R10433,3316.8293,3358.978,-42.1487
R10436,8728.2791,8787.793,-59.5139
R10443,6593.365,6597.417,-4.052
R10449,5282.5489,5305.679,-23.1301
R10451,6081.6595,6112.852,-31.1925
R10452,4011.8222,4025.731,-13.9088
R10454,5164.975,5169.298,-4.323
R10455,3472.0011,3496.306,-24.3049
R10457,7196.6259,7201.364,-4.7381
R10461,2846.5413,2846.543,-0.0017
R10462,1226.174,1226.978,-0.804
R10466,3685.9107,3738.695,-52.7843
R10471,1380.1962,1461.016,-80.8198
R10472,10688.7923,10726.933,-38.1407
R10473,2745.8497,2749.908,-4.0583
R10474,13335.1903,13354.08,-18.8897
R10475,3154.0075,3200.54,-46.5325
R10478,4650.8046,4678.094,-27.2894
R10479,7316.5342,7405.212,-88.6778
R10480,2113.3655,2122.557,-9.1915
R10481,1352.2499,1370.993,-18.7431
R10485,2255.0069,2286.399,-31.3921
R10486,7735.2427,7793.828,-58.5853
R10487,2258.8344,2300.408,-41.5736
R10489,4042.0769,4076.933,-34.8561
R10493,8494.1799,8525.674,-31.4941
R10494,12229.4269,12245.908,-16.4811
R10497,7708.9493,7751.246,-42.2967
R10498,11166.1106,11201.26,-35.1494
R10502,4345.1937,4364.257,-19.0633
R10504,4482.6017,4506.93,-24.3283
R10505,4777.4391,4841.706,-64.2669
R10506,1785.0591,1908.838,-123.7789
R10507,4589.2233,4634.204,-44.9807
R10508,2956.828,2972.68,-15.852
R10509,4218.1209,4244.039,-25.9181
R10512,5879.741,5925.612,-45.871
R10513,6308.7822,6336.173,-27.3908
R10515,2347.9824,2366.24,-18.2576
R10517,2230.2094,2233.564,-3.3546
R10518,4007.6406,4053.485,-45.8444
R10520,6445.5605,6557.16,-111.5995
R10523,2244.525,2256.855,-12.33
R10526,8314.3033,8348.952,-34.6487
R10527,12231.6078,12292.776,-61.1682
R10529,8551.5029,8585.228,-33.7251
R10530,6722.4228,6769.061,-46.6382
R10531,3998.8564,4028.333,-29.4766
R10533,2954.9047,2963.815,-8.9103
R10548,5778.6066,5783.954,-5.3474
R10549,4548.181,4562.735,-14.554
R10550,4037.5132,4060.047,-22.5338
R10556,20044.761,20097.928,-53.167
R10560,5287.3989,5292.949,-5.5501
R10576,2927.12,2942.246,-15.126
R10577,4494.2228,4507.674,-13.4512
R10579,14155.2184,14263.032,-107.8136
R10584,3845.1366,3857.301,-12.1644
R10587,4322.9885,4360.996,-38.0075
R10590,2458.1531,2473.468,-15.3149
R10591,3658.6971,3661.916,-3.2189
R10592,10188.9155,10214.585,-25.6695
R10593,4065.2679,4088.193,-22.9251
R10594,4519.989,4534.77,-14.781
R10600,6281.7722,6333.277,-51.5048
R10603,5023.3984,5051.847,-28.4486
R10606,4199.1993,4211.84,-12.6407
R10615,3674.4457,3689.131,-14.6853
R10616,2792.6587,2813.505,-20.8463
R10618,4989.921,5010.611,-20.69
R10630,6251.3366,6275.336,-23.9994
R10631,1233.903,1253.159,-19.256
R10633,2871.3869,2912.1,-40.7131
R10635,2421.2014,2439.655,-18.4536
R10636,3754.7601,3773.445,-18.6849
R10637,6368.9252,6386.058,-17.1328
R10643,11121.1345,11179.015,-57.8805
R10644,2779.5179,2819.966,-40.4481
R10650,2080.0351,2105.144,-25.1089
R10652,3430.912,3463.206,-32.294
R10653,3686.7853,3698.145,-11.3597
R10654,2452.7913,2486.129,-33.3377
R10658,5881.7812,5898.556,-16.7748
R10659,5039.1153,5043.276,-4.1607
R10661,4925.8232,4957.118,-31.2948
R10663,5463.5766,5514.985,-51.4084
R10667,2434.0057,2444.893,-10.8873
R10668,12601.3558,12621.079,-19.7232
R10669,6017.6113,6032.374,-14.7627
R10681,935.2007,1021.063,-85.8623
R10683,38904.1463,39201.221,-297.0747
R10685,3537.4043,3548.143,-10.7387
R10687,2724.5667,2743.888,-19.3213
R10688,4930.3242,4940.285,-9.9608
R10689,3610.6815,3622.053,-11.3715
R10691,21651.7312,21732.304,-80.5728
R10693,4641.0576,4678.76,-37.7024
R10694,5818.0131,5874.363,-56.3499
R10698,4688.9936,4695.305,-6.3114
R10699,2818.4552,2865.721,-47.2658
R10700,8065.0472,8102.589,-37.5418
R10702,4530.632,4542.917,-12.285
R10705,7002.2266,7031.895,-29.6684
R10708,3258.2272,3264.754,-6.5268
R10709,4856.1804,4859.828,-3.6476
R10712,5880.5487,5891.837,-11.2883
R10713,5549.6213,5579.432,-29.8107
R10714,11977.6896,11994.271,-16.5814
R10718,2240.9274,2241.504,-0.5766
R10725,3668.654,3691.934,-23.28
R10727,4238.4316,4254.116,-15.6844
R10728,1817.4153,1892.88,-75.4647
R10729,4990.149,5038.353,-48.204
R10730,5801.127,5807.814,-6.687
R10732,2678.2284,2678.809,-0.5806
R10736,5904.9698,5927.484,-22.5142
R10741,9371.1976,9436.35,-65.1524
R10742,15278.1076,15369.461,-91.3534
R10744,4396.8268,4489.858,-93.0312
R10745,7398.667,7411.119,-12.452
R10746,5741.6537,5757.815,-16.1613
R10747,2231.2796,2261.791,-30.5114
R10753,1635.5095,1658.945,-23.4355
R10754,5632.3567,5651.651,-19.2943
R10757,4749.9274,4753.858,-3.9306
R10758,1442.1543,1449.776,-7.6217
R10759,7567.3171,7573.553,-6.2359
R10763,9502.9766,9536.869,-33.8924
R10765,3914.6623,3917.734,-3.0717
R10770,5449.1668,5478.002,-28.8352
R10772,10790.0728,10827.201,-37.1282
R10773,5047.842,5070.919,-23.077
R10774,1632.0133,1639.301,-7.2877
R10775,14393.7319,14473.13,-79.3981
R10776,3299.5937,3302.989,-3.3953
R10777,2212.4983,2215.869,-3.3707
R10778,16303.1783,16370.903,-67.7247
R10783,5499.417,5517.566,-18.149
R10784,4030.6323,4040.406,-9.7737
R10785,2036.8073,2044.379,-7.5717
R10786,4645.8772,4650.398,-4.5208
R10791,4401.6773,4409.891,-8.2137
R10792,3625.257,3632.437,-7.18
R10793,2176.5439,2216.743,-40.1991
R10795,7545.1064,7573.368,-28.2616
R10797,7405.8781,7419.656,-13.7779
R10798,2097.8456,2119.513,-21.6674
R10799,3061.7302,3063.305,-1.5748
R10800,3046.6186,3082.114,-35.4954
R10801,13696.0661,13740.186,-44.1199
R10803,1463.5362,1515.345,-51.8088
R10804,4529.1718,4576.863,-47.6912
R10805,6656.8235,6695.327,-38.5035
R10806,4717.725,4767.581,-49.856
R10807,2483.0603,2504.976,-21.9157
R10808,2893.2059,2911.424,-18.2181
R10809,4301.8422,4327.411,-25.5688
R10810,3955.4469,3971.349,-15.9021
R10819,7213.0101,7228.123,-15.1129
R10820,1480.5715,1539.261,-58.6895
R10822,10568.805,10609.92,-41.115
R10823,8329.4165,8343.233,-13.8165
R10824,19060.9212,19143.695,-82.7738
R10827,4471.8987,4485.935,-14.0363
R10828,9599.5603,9674.847,-75.2867
R10829,2047.4959,2059.946,-12.4501
R10830,9413.0499,9472.655,-59.6051
R10831,5592.0891,5613.506,-21.4169
R10832,15618.3574,15649.661,-31.3036
R10836,5678.8772,5709.433,-30.5558
R10838,7842.2967,7853.036,-10.7393
R10841,1225.485,1318.279,-92.794
R10842,15914.1735,15943.284,-29.1105
R10843,1531.6598,1579.946,-48.2862
R10844,6745.0187,6796.204,-51.1853
R10853,779.7961,955.247,-175.4509
R10858,3373.7851,3380.036,-6.2509
R10859,6520.57,6540.566,-19.996
R10863,1523.6143,1531.756,-8.1417
R10865,4237.0662,4262.256,-25.1898
R10871,15903.8102,15959.827,-56.0168
R10878,2949.3234,2952.781,-3.4576
R10879,930.8726,1017.246,-86.3734
R10881,3640.4417,3672.843,-32.4013
R10882,2729.0278,2754.074,-25.0462
R10885,2832.0838,2885.054,-52.9702
R10891,2428.5666,2460.153,-31.5864
R10892,3265.0618,3306.067,-41.0052
R10893,942.8566,1045.504,-102.6474
R10895,1681.202,1780.384,-99.182
R10896,1882.5321,1951.081,-68.5489
R10903,4390.9599,4421.421,-30.4611
R10904,2045.9591,2148.155,-102.1959
R10909,1972.5879,2102.907,-130.3191
R10911,3426.3268,3431.049,-4.7222
R10913,1906.9089,1919.383,-12.4741
R10914,3377.0134,3411.143,-34.1296
R10918,1462.1153,1484.462,-22.3467
R10919,1566.5065,1652.125,-85.6185
R10927,3307.398,3312.193,-4.795
R10928,2538.601,2561.402,-22.801
R10994,12578.9116,12776.161,-197.2494
R10999,8817.1664,8838.926,-21.7596
R11002,21243.1461,21304.359,-61.2129
R11003,3322.9529,3351.796,-28.8431
R11006,5038.7722,5061.473,-22.7008
R11007,3746.9944,3764.859,-17.8646
R11009,5225.3715,5245.775,-20.4035
R11022,3470.1928,3474.608,-4.4152
R11023,3877.2509,3954.926,-77.6751
R11028,4778.6198,4793.226,-14.6062
R11029,6944.6957,6997.148,-52.4523
R11030,13438.3566,13477.32,-38.9634
R11038,7235.4384,7261.656,-26.2176
R11040,4316.6695,4330.398,-13.7285
R11042,2522.1554,2605.839,-83.6836
R11044,6557.7237,6584.101,-26.3773
